id,curta,com_path_raso,padrao_id_variavel,hierarquica
1,example.com,https://example.com/page-1,https://api.example.com/v1/users/1,https://shop.example.com/cat-eletronicos/sub-tv/item-0001
2,example.com,https://example.com/page-2,https://api.example.com/v1/users/2,https://shop.example.com/cat-celular/sub-celular/item-0002
3,example.com,https://example.com/page-3,https://api.example.com/v1/users/3,https://shop.example.com/cat-roupa/sub-celular/item-0003
4,example.com,https://example.com/page-4,https://api.example.com/v1/users/4,https://shop.example.com/cat-eletronicos/sub-fone/item-0004
5,example.com,https://example.com/page-5,https://api.example.com/v1/users/5,https://shop.example.com/cat-eletronicos/sub-fone/item-0005
6,example.com,https://example.com/page-6,https://api.example.com/v1/users/6,https://shop.example.com/cat-livro/sub-tv/item-0006
7,example.com,https://example.com/page-7,https://api.example.com/v1/users/7,https://shop.example.com/cat-eletronicos/sub-tv/item-0007
8,example.com,https://example.com/page-8,https://api.example.com/v1/users/8,https://shop.example.com/cat-roupa/sub-celular/item-0008
9,example.com,https://example.com/page-9,https://api.example.com/v1/users/9,https://shop.example.com/cat-casa/sub-fone/item-0009
10,example.com,https://example.com/page-10,https://api.example.com/v1/users/10,https://shop.example.com/cat-eletronicos/sub-fone/item-0010
11,example.com,https://example.com/page-11,https://api.example.com/v1/users/11,https://shop.example.com/cat-roupa/sub-fone/item-0011
12,example.com,https://example.com/page-12,https://api.example.com/v1/users/12,https://shop.example.com/cat-livro/sub-celular/item-0012
13,example.com,https://example.com/page-13,https://api.example.com/v1/users/13,https://shop.example.com/cat-livro/sub-fone/item-0013
14,example.com,https://example.com/page-14,https://api.example.com/v1/users/14,https://shop.example.com/cat-celular/sub-tv/item-0014
15,example.com,https://example.com/page-15,https://api.example.com/v1/users/15,https://shop.example.com/cat-roupa/sub-tablet/item-0015
16,example.com,https://example.com/page-16,https://api.example.com/v1/users/16,https://shop.example.com/cat-celular/sub-notebook/item-0016
17,example.com,https://example.com/page-17,https://api.example.com/v1/users/17,https://shop.example.com/cat-roupa/sub-celular/item-0017
18,example.com,https://example.com/page-18,https://api.example.com/v1/users/18,https://shop.example.com/cat-celular/sub-tv/item-0018
19,example.com,https://example.com/page-19,https://api.example.com/v1/users/19,https://shop.example.com/cat-eletronicos/sub-tablet/item-0019
20,example.com,https://example.com/page-20,https://api.example.com/v1/users/20,https://shop.example.com/cat-eletronicos/sub-notebook/item-0020
21,example.com,https://example.com/page-21,https://api.example.com/v1/users/21,https://shop.example.com/cat-celular/sub-fone/item-0021
22,example.com,https://example.com/page-22,https://api.example.com/v1/users/22,https://shop.example.com/cat-celular/sub-tv/item-0022
23,example.com,https://example.com/page-23,https://api.example.com/v1/users/23,https://shop.example.com/cat-livro/sub-fone/item-0023
24,example.com,https://example.com/page-24,https://api.example.com/v1/users/24,https://shop.example.com/cat-eletronicos/sub-tablet/item-0024
25,example.com,https://example.com/page-25,https://api.example.com/v1/users/25,https://shop.example.com/cat-eletronicos/sub-fone/item-0025
26,example.com,https://example.com/page-26,https://api.example.com/v1/users/26,https://shop.example.com/cat-celular/sub-fone/item-0026
27,example.com,https://example.com/page-27,https://api.example.com/v1/users/27,https://shop.example.com/cat-celular/sub-fone/item-0027
28,example.com,https://example.com/page-28,https://api.example.com/v1/users/28,https://shop.example.com/cat-roupa/sub-tv/item-0028
29,example.com,https://example.com/page-29,https://api.example.com/v1/users/29,https://shop.example.com/cat-eletronicos/sub-celular/item-0029
30,example.com,https://example.com/page-30,https://api.example.com/v1/users/30,https://shop.example.com/cat-celular/sub-tv/item-0030
31,example.com,https://example.com/page-31,https://api.example.com/v1/users/31,https://shop.example.com/cat-roupa/sub-tv/item-0031
32,example.com,https://example.com/page-32,https://api.example.com/v1/users/32,https://shop.example.com/cat-livro/sub-notebook/item-0032
33,example.com,https://example.com/page-33,https://api.example.com/v1/users/33,https://shop.example.com/cat-livro/sub-notebook/item-0033
34,example.com,https://example.com/page-34,https://api.example.com/v1/users/34,https://shop.example.com/cat-roupa/sub-notebook/item-0034
35,example.com,https://example.com/page-35,https://api.example.com/v1/users/35,https://shop.example.com/cat-celular/sub-celular/item-0035
36,example.com,https://example.com/page-36,https://api.example.com/v1/users/36,https://shop.example.com/cat-celular/sub-tv/item-0036
37,example.com,https://example.com/page-37,https://api.example.com/v1/users/37,https://shop.example.com/cat-casa/sub-celular/item-0037
38,example.com,https://example.com/page-38,https://api.example.com/v1/users/38,https://shop.example.com/cat-casa/sub-celular/item-0038
