cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod,cep,bairro,ddd_1,telefone_1
59.172.210/0001-00,1,,02,20250129,9602501,MG,5433,39630000,CENTRO,33,88974440
59.172.220/0001-45,1,,08,20250129,4322301,MG,4895,34007656,JARDIM CANADA,31,93338665
59.172.231/0001-25,1,LBB SISTEMAS,08,20250129,6209100,MG,4123,30494060,ESTORIL,31,93140442
59.172.241/0001-60,1,CAPRESE RESIDENZIALE,02,20250129,4110700,SC,8163,88220000,CENTRO,47,99317131
59.172.251/0001-04,1,AGRO MINDS,02,20250129,6311900,DF,9701,70316102,ASA SUL,17,97921804
59.172.263/0001-20,1,,02,20250129,8219999,SC,8147,89080196,TAPAJOS,47,84879867
59.172.272/0001-11,1,72 COMPANY,02,20250129,4635499,RS,8683,94015030,IZALINO BATISTA DE OLIVEIRA,51,99117272
59.172.282/0001-57,1,,02,20250129,8599604,RN,1779,59154315,PARQUE DAS ARVORES,84,88156032
59.172.292/0001-92,1,,02,20250129,4530703,BA,3849,41600650,STELLA MARIS,91,30978545
59.172.303/0001-34,1,,02,20250129,4321500,SP,7099,12210140,CENTRO,12,39152829
59.172.317/0001-58,1,AF REPRESENTACOES E EMPREENDIMENTOS,02,20250129,4619200,BA,3939,48950000,ALTO DO CONSELHEIRO,74,99985084
59.172.328/0001-38,1,,02,20250129,4781400,RS,8801,91380200,JARDIM ITU,47,89161476
59.172.339/0001-18,1,DR. LUCCA PELUSO BUZOLIN - MEDICO,02,20250129,8630599,SP,7107,01311904,BELA VISTA,19,96163972
59.172.352/0001-77,1,,02,20250129,4752100,MG,4445,35500005,CENTRO,37,99021979
59.172.364/0001-00,1,,02,20250129,4712100,AL,2793,57160000,BARRA NOVA,82,94268486
58.105.207/0001-00,1,,02,20241114,6911701,AM,0255,69079210,SAO FRANCISCO,92,81242856
59.172.381/0001-39,1,,08,20250129,4399103,BA,3117,45830036,DINAH BORGES,73,81405899
59.172.393/0001-63,1,,08,20250129,0159802,SP,7145,18065480,VILA BARAO,15,99639391
59.172.406/0001-02,1,,08,20250129,8599604,SP,7057,09110120,SILVEIRA,11,0
59.172.416/0001-30,1,,02,20250129,4763603,RS,8801,91120090,SARANDI,51,91403899
59.172.427/0001-10,1,,08,20250129,8592999,AL,2785,57010280,PRADO,82,99188948
59.172.439/0001-44,1,,02,20250129,8219999,SP,6291,13054370,PARQUE VISTA ALEGRE,19,19983521
59.172.449/0001-80,1,,02,20250129,4930201,RJ,5873,25850000,PORTA DO SOL,24,92755403
59.172.461/0001-94,1,,02,20250129,4744001,PB,2051,58062281,PARATIBE,83,86382966
10.482.611/0010-68,2,ZR PNEUS,02,20250129,4530705,MG,4371,32210120,CIDADE INDUSTRIAL,31,39125300
59.172.482/0001-00,1,OUNCE CORRETORA DE SEGUROS E CONSULTORIA,02,20250129,6622300,SP,6711,13736440,JARDIM CHICO PISCINA,19,90062348
59.172.492/0001-45,1,,02,20250129,5320201,SP,7083,13872181,YOLANDA,19,93010442
59.172.503/0001-97,1,AUTO POSTO RIO MADEIRA LTDA,02,20250129,4731800,SP,7107,05571010,PARQUE IPE,11,23482359
59.172.511/0001-33,1,,08,20250129,7319002,RJ,6001,21830120,BANGU,21,98328499
59.172.520/0001-24,1,,08,20250129,4722901,PI,1167,64260000,VISTA ALEGRE,86,99960012
59.172.529/0001-35,1,DOS SONHOS COLCHOES,02,20250129,4754702,BA,3515,44004005,CHACARA SAO COSME,75,81256097
59.172.541/0001-40,1,,08,20250129,5611204,SP,6477,07075440,JARDIM DOS CARDOSO,11,68577312
59.172.553/0001-74,1,,02,20250129,1340501,ES,5625,29140661,SOTELANDIA,27,92511567
59.172.564/0001-54,1,,02,20250129,4930202,MG,2901,38640000,CENTRO,38,99472058
59.172.575/0001-34,1,,02,20250129,0161003,MS,9115,79220000,SAO MIGUEL,67,99197394
59.172.587/0001-69,1,,08,20250129,4330404,SP,6373,12530000,BEXIGA,12,91502673
59.172.598/0001-49,1,COMERCIAL RUBEM,02,20250129,4712100,AM,0291,69620000,CENTRO,97,84081282
59.172.611/0001-60,1,,02,20250129,7319002,BA,3807,45816000,ARRAIAL D'AJUDA,73,99881542
59.172.623/0001-94,1,,08,20250129,4763601,RS,8853,98804770,SANTA FE,55,91207296
59.172.634/0001-74,1,,02,20250129,1091102,RO,0003,76817001,BAIRRO NOVO,0,0
59.172.645/0001-54,1,,02,20250129,8712300,SP,7175,15900017,CENTRO,16,97071355
59.172.656/0001-34,1,LARI STORE,02,20250129,4781400,CE,1389,60060170,CENTRO,85,81847466
59.172.666/0001-70,1,,02,20250129,4772500,SC,8089,88812710,BUENOS AIRES,48,96225203
48.804.874/0002-09,2,M.A. CONSTRUCOES TAO RESIDENCE,02,20241219,4110700,PB,1965,58102086,INTERMARES,83,98640588
59.172.689/0001-84,1,,02,20250129,2539001,TO,0367,77493000,CENTRO,63,92036165
59.172.702/0001-03,1,,02,20250129,7020400,MG,4133,32600160,CENTRO,98,81388042
59.172.714/0001-20,1,,02,20250129,8712300,RJ,6001,20910180,SAO CRISTOVAO,21,91353902
59.172.724/0001-65,1,,02,20250129,9700500,MG,4371,32017430,SANTA LUZIA,31,95267136
59.172.736/0001-90,1,,02,20250129,9511800,SP,6163,14810625,RESIDENCIAL VEREDAS DO CAMPO,16,97624505
59.172.747/0001-70,1,MARCOS PARANA PRODUTOS AGRICOLAS,02,20250129,4633801,BA,3099,44920000,RODOVIA,74,99736405
55.637.809/0001-10,1,,02,20240622,9602502,MA,0921,65076520,SAO FRANCISCO,98,87080779
59.172.768/0001-95,1,,02,20250129,1412602,MG,4181,37578000,NOVA SUICA,35,99103912
59.172.780/0001-08,1,,02,20250129,8230001,SP,7057,09270430,PARQUE NOVO ORATORIO,11,44795743
59.172.792/0001-24,1,,02,20250129,4399199,SP,7265,19270466,CONJUNTO HABITACIONAL JARDIM SOL NASCENTE,11,53723064
59.172.799/0001-46,1,,02,20250129,8219999,SP,7099,12237821,PALMEIRAS DE SAO JOSE,12,99621213
59.172.810/0001-78,1,,02,20250129,4772500,SP,7107,02220230,VILA MEDEIROS,11,29831648
59.172.822/0001-00,1,,02,20250129,2542000,SP,7211,17440007,CENTRO,14,99627881
59.172.834/0001-27,1,,08,20250129,4781400,CE,1389,60543322,BOM JARDIM,85,87800581
59.172.842/0001-73,1,,02,20250129,4520001,SP,6313,06331120,VILA BELA,11,47755198
59.172.853/0001-53,1,,02,20250129,5590699,RJ,5813,28908690,PRAIA DO FOGUETE,22,26432362
59.172.864/0001-33,1,,02,20250129,4789005,RJ,5819,28070790,PARQUE GUARUS,22,98627188
59.172.875/0001-13,1,USINA POLIMX,03,20250129,6319400,SP,7107,03172010,BELENZINHO,11,22553366
59.172.887/0001-48,1,,02,20250129,4930202,MG,5407,38613539,DIVINEIA,38,99638707
59.172.898/0001-28,1,,02,20250129,5611201,SP,6401,06814390,JARDIM SAO FRANCISCO,11,47832358
59.172.910/0001-02,1,,02,20250129,9511800,PE,2435,53640019,AGAMENON MAGALHAES,0,0
59.172.921/0001-84,1,JRD CONSULTORIA,08,20250129,7020400,AM,9835,69415000,SAO FRANCISCO,92,92325610
59.172.931/0001-10,1,,02,20250129,8610101,RS,8801,91550111,LOMBA PINHEIRO,51,85100383
59.172.943/0001-44,1,,02,20250129,8630503,CE,1389,60330878,BARRA DO CEARA,85,86057714
59.172.953/0001-80,1,,02,20250129,4923002,MG,4501,37642722,PIRES,82,81160444
59.172.964/0001-60,1,,08,20250129,5620104,SC,8355,88200000,CENTRO,48,91031059
59.172.977/0001-39,1,,02,20250129,9602501,MT,9067,78055770,JARDIM VITORIA,65,92971058
59.172.986/0001-20,1,,02,20250129,4723700,MG,4371,32183184,PEDRA AZUL 3A SECAO,31,92149181
59.172.997/0001-00,1,,08,20250129,7319002,PR,7667,86084185,JARDIM PLANALTO,43,33244874
07.116.306/0065-11,2,SONEDA,08,20250129,4772500,SP,6155,16026035,GUANABARA,11,71327969
59.173.020/0001-07,1,,02,20250129,8219999,SC,8179,89220340,COSTA E SILVA,47,96001144
59.173.032/0001-31,1,VIALOC,02,20250129,4929902,PE,2627,55608835,BELA VISTA,81,98105352
59.173.043/0001-11,1,,02,20250129,8230001,SP,7099,12239790,CAMPO DOS ALEMAES,12,78138762
59.173.055/0001-46,1,DWS MORANGOS,02,20250129,4633801,MG,4157,37610000,AGUA BRANCA,35,34621614
59.173.066/0001-26,1,,02,20250129,4541206,PA,0427,66645130,CASTANHEIRA,91,98090200
59.173.076/0001-61,1,,02,20250129,5912099,ES,5647,29216180,PRAIA DO MORRO,27,99645910
59.173.086/0001-05,1,,02,20250129,5611203,MG,4373,37235000,CENTRO,35,97294167
59.173.100/0001-62,1,,08,20250129,2542000,SP,6639,13487290,JARDIM NOVO HORIZONTE,19,81743901
59.173.111/0001-42,1,RECICLADOS MARQUES,02,20250129,3831901,RS,8901,93224370,SETE,48,88660555
07.116.306/0067-83,2,,08,20250129,4772500,SP,7157,06768200,CIDADE INTERCAP,11,71327969
59.173.133/0001-02,1,,02,20250129,7739099,RS,1152,99687000,ZONA RURAL,54,99800392
59.173.144/0001-92,1,LUCAS CARVALHO SA CONSULTORIA & NEGOCIOS IMOBILIARIOS,02,20250129,7119701,BA,3663,48540000,ANALIA DE CARVALHO DANTAS,75,99740406
59.173.157/0001-61,1,HRV HOLDING,02,20250129,6462000,BA,3849,41820768,CAMINHO DAS ARVORES,71,32127290
59.173.168/0001-41,1,,02,20250129,4781400,SP,7107,03010010,BRAS,0,0
59.173.177/0001-32,1,,02,20250129,1096100,PE,2381,55034510,CAIUCA,81,99195665
59.173.189/0001-67,1,,02,20250129,9609208,MT,9067,78035005,JARDIM SANTA ISABEL,65,92855636
59.173.202/0001-88,1,,02,20250129,5611204,SP,6681,17506270,SAO MIGUEL,14,98775472
59.173.214/0001-02,1,,01,20250129,4781400,PE,2531,52020041,AFLITOS,81,81989003
59.173.223/0001-01,1,,02,20250129,4923002,RS,8599,95047060,SANTA FE,54,92868850
59.173.234/0001-83,1,,02,20250129,4520001,GO,9227,74946653,SETOR BELO HORIZONTE,62,93500068
59.173.244/0001-19,1,SER CASA,08,20250129,8219999,AC,0139,69918378,NOVA ESTACAO,68,92112613
59.173.256/0001-43,1,,02,20250129,3839499,SP,6689,09320140,PARQUE BOA ESPERANCA,11,72101282
59.173.268/0001-78,1,EMIR BANK,03,20250129,6619399,SP,7107,05676120,CIDADE JARDIM,51,99636666
59.173.279/0001-58,1,MARKADO,08,20250129,6201501,RJ,6001,20021120,CENTRO,41,99999999
50.726.077/0001-11,1,,02,20230518,4721103,MA,0921,65044750,COROADINHO,98,84807280
59.173.301/0001-60,1,,02,20250129,9602502,MA,0921,65068460,SANTA ROSA,98,87188483
59.173.313/0001-94,1,,08,20250129,4399103,SP,7209,11695504,JARDIM UBATUBA,33,91922715
51.872.764/0001-08,1,,02,20230819,7319002,SC,8359,89490000,JOAO PAULO II,47,88055454
59.173.333/0001-65,1,,02,20250129,8599699,SP,7057,09210080,PARQUE DAS NACOES,11,44795280
59.173.342/0001-56,1,COMPRA E VENDA JE,02,20250129,4623101,BA,3905,47740054,CENTRO - ZONA URBANA,77,98578586
59.173.355/0001-25,1,,08,20250129,4781400,PR,7481,83604581,JARDIM ITAQUI,41,99429777
59.173.364/0001-16,1,LITTIG ODONTOLOGIA,02,20250129,8630504,ES,5703,29107250,DIVINO ESPÍRITO SANTO,27,98288223
44.551.605/0018-94,2,,02,20250124,8640202,ES,5691,29650000,JARDIM DA MONTANHA,11,22081020
58.676.681/0001-92,1,,02,20250107,6202300,SP,7075,09725580,VILA EUCLIDES,11,84252104
59.173.392/0001-33,1,,02,20250129,1351100,PB,1981,58433712,RAMADINHA,83,91004747
59.173.404/0001-20,1,,02,20250129,5611203,SP,7107,08381160,JARDIM DA LARANJEIRA (ZONA LESTE),11,60778366
59.173.413/0001-10,1,,02,20250129,4930201,RS,8901,93225425,LOMBA DA PALMEIRA,51,96099378
59.173.423/0001-56,1,F G CONFECCOES E ESTAMPARIA,02,20250129,1412601,PE,2599,55790000,PAO DE ACUCAR,81,99732310
59.173.434/0001-36,1,,02,20250129,9602502,MG,4371,32013580,FONTE GRANDE,31,82675438
59.173.446/0001-60,1,,02,20250129,4930201,SC,8045,88169899,AREA RURAL DE BIGUACU,48,91066918
57.728.535/0002-81,2,FAZENDA CAMBARAZINHO,02,20250129,0151201,MT,9889,78515000,ZONA RURAL,66,84386446
59.173.465/0001-97,1,,02,20250129,0161003,RS,8757,99600000,CENTRO,54,99523948
59.173.475/0001-22,1,,02,20250129,4744001,PA,0411,68372095,JARDIM UIRAPURU,93,92292418
59.173.487/0001-57,1,,02,20250129,4761002,GO,9373,74505016,SETOR CAMPINAS,62,91477826
59.173.498/0001-37,1,,02,20250129,7319002,AM,0255,69020342,CENTRO,92,84688501
59.173.509/0001-89,1,JB CARVALHO AUTO CENTER,02,20250129,4520001,TO,9733,77025268,PLANO DIRETOR SUL,63,91224900
59.173.520/0001-49,1,SODD CONSULTORIA E TREINAMENTOS,02,20250129,8211300,MG,4959,38705376,JARDIM PANORAMICO,34,99241184
59.173.531/0001-29,1,,02,20250129,4781400,GO,9395,75405135,JANDIRA,62,99470740
59.173.539/0001-95,1,,02,20250129,3240099,PR,7535,81460356,CIDADE INDUSTRIAL,93,98434613
59.173.551/0001-08,1,,02,20250129,4789005,SP,6551,06663500,PARQUE SUBURBANO,11,97120587
59.173.563/0001-24,1,,02,20250129,8550302,SP,6163,14806075,VILA SEDENHO,16,81840526
59.173.576/0001-01,1,,02,20250129,9603304,SP,6921,11718040,ANHANGUERA,13,61233655
59.173.588/0001-28,1,RS CONSULTORIA EMPRESARIAL,02,20250129,7020400,RN,1761,59090190,PONTA NEGRA,84,96204084
59.173.601/0001-49,1,,08,20250129,1091102,SP,7107,04858170,JARDIM SAO JUDAS TADEU,11,59799180
59.173.611/0001-84,1,,02,20250129,8130300,MG,4111,36201150,COLONIA RODRIGO SILVA,32,88890410
59.173.621/0001-10,1,,02,20250129,8219999,SP,6779,15407862,RESIDENCIAL QUINTA DA COLINA,17,81155675
59.173.631/0001-55,1,ELETRICA FEITOSA,02,20250129,4742300,ES,5623,29325000,ITAOCA PEDRA,28,99749693
59.173.642/0001-35,1,,08,20250129,4755503,AM,0969,69265000,DESTRITO SUCUNDURI,97,84522644
59.173.652/0001-70,1,,02,20250129,4755502,RJ,5925,27263500,CONFORTO,24,33387676
59.173.662/0001-06,1,,02,20250129,4923002,MG,4763,37207594,OURO PRETO,35,97191342
59.173.673/0001-96,1,,08,20250129,6201501,PR,7535,80030000,ALTO DA GLÓRIA,41,96869828
59.173.685/0001-10,1,,02,20250129,5620104,RJ,6001,21050525,BONSUCESSO,21,95464037
59.173.696/0001-09,1,,08,20250129,4930202,DF,9701,71741200,PARK WAY,61,98520387
59.173.706/0001-06,1,,02,20250129,5819100,PR,7493,85810190,CENTRO,71,91150863
59.173.718/0001-22,1,,08,20250129,4781400,PB,0446,58823000,CENTRO,83,81412443
59.173.729/0001-02,1,,02,20250129,8219999,BA,3849,41152145,RESGATE,71,88299715
59.173.743/0001-06,1,AGRO GATTOS,02,20250129,7319002,MS,9809,79490000,CENTRO,67,92325544
59.173.752/0001-05,1,,08,20250129,0161003,SC,8105,88047520,CARIANOS,48,91362040
59.173.763/0001-87,1,PLANO CONSTRUTORA,02,20250129,4120400,DF,9701,71745801,PARK WAY,61,85723321
59.173.776/0001-56,1,,02,20250129,8630503,PR,7535,80030460,JUVEVÊ,41,97880145
59.173.786/0001-91,1,,02,20250129,2532201,SC,8327,88115400,SERRARIA,48,91440113
59.173.797/0001-71,1,AGILCAR MULTIMARCAS,02,20250129,4511102,PR,7777,84036140,OFICINAS,42,32277347
59.173.809/0001-68,1,,02,20250129,4520005,SC,8117,89116672,MARGEM ESQUERDA,47,22042363
59.173.818/0001-59,1,,02,20250129,7319002,MG,4123,30575280,BURITIS,31,94664190
59.173.829/0001-39,1,MARIELY MUSICOTERAPEUTA,02,20250129,8690901,PR,7535,80820580,VISTA ALEGRE,41,97880145
59.173.840/0001-07,1,,02,20250129,9602502,PR,7483,87307675,JARDIM SANTA CASA,44,84153573
59.173.851/0001-89,1,,02,20250129,4723700,SP,7107,08121665,JARDIM MABEL,11,13548837
59.173.862/0001-69,1,,02,20250129,8219999,SP,7107,08474230,CONJUNTO HABITACIONAL CASTRO ALVES,11,91419260
59.173.874/0001-93,1,,02,20250129,4781400,SP,7145,18074410,JARDIM MARIA EUGENIA,15,97651779
59.173.884/0001-29,1,GESPAR GESTAO E SERVICOS ADMINISTRATIVOS,02,20250129,8211300,SP,7145,18087594,JARDIM RESIDENCIAL LE FRANCE,15,81480607
55.383.374/0001-25,1,PANIFICADORA & CONFEITARIA DOCENTREGA,02,20240604,4711301,MT,8985,78558376,LOTEAMENTO ALTO DA GLORIA,45,91521313
59.173.904/0001-61,1,,08,20250129,7319002,ES,5703,29104060,NOVO MEXICO,27,99614237
59.173.917/0001-30,1,,02,20250129,5611203,ES,0760,29345000,SANTA RITA,28,99487885
59.173.926/0001-21,1,,08,20250129,4520001,PR,7407,83506430,JARDIM MARAMBAIA,41,84102439
59.173.939/0001-09,1,PEIXARIA BRILHO DO ALTO MAR,02,20250129,4722902,BA,3943,45545000,CENTRO,73,99968510
59.173.950/0001-60,1,,02,20250129,5320201,AM,0255,69093107,MONTE DAS OLIVEIRAS,92,81613393
59.173.961/0001-40,1,,02,20250129,8599699,AM,0255,69050001,CHAPADA,92,98419568
59.173.973/0001-75,1,,02,20250129,8219999,SP,6179,19813755,CONJUNTO HABITACIONAL IRMA CATARINA,18,98010990
59.173.982/0001-66,1,,08,20250129,1031700,AL,2789,57955000,SAO BENTO,82,93237410
59.173.992/0001-00,1,,08,20250129,5611201,SP,6769,13380530,ZONA PREDOMINANTEMENTE RESIDENCIAL DOIS ( ZPR 2),19,94284100
59.174.005/0001-83,1,,02,20250129,9602501,PE,2435,53610545,CENTRO,81,94973595
59.174.016/0001-63,1,,08,20250129,5320201,SP,7225,13273220,SITIOS FRUTAL,19,98082333
59.174.026/0001-07,1,DOMINIPO SISTEMA,08,20250129,8299799,CE,1389,60050155,FATIMA,85,91500060
59.174.040/0001-00,1,,02,20250129,4723700,RN,1719,59330000,SANTA ISABEL,84,99839857
59.174.051/0001-82,1,VAPT VUPT CONTROLE DE PRAGAS URBANAS,02,20250129,8122200,GO,9459,75830113,CENTRO,64,96115921
59.174.059/0001-49,1,LA NONNA PIZZAS,08,20250129,5611201,SC,8349,88960000,CENTRO,48,99617758
59.174.070/0001-09,1,ARASS,02,20250129,8211300,MA,0757,65603050,SERIEMA,99,81578585
59.174.077/0001-20,1,,02,20250129,5590699,RJ,5801,23909300,VILA VELHA,24,99774272
59.174.089/0001-55,1,LR RESTAURANTE,02,20250129,5611201,PA,0591,68390000,CENTRO,94,91848836
59.174.098/0001-46,1,,02,20250129,5320201,RJ,6001,23555143,SANTA CRUZ,21,22744614
59.174.111/0001-67,1,,02,20250129,5611203,RJ,5869,26086430,AUSTIN,21,98328436
59.174.121/0001-00,1,,02,20250129,8599604,MG,4123,30555200,HAVAI,31,93439995
59.174.131/0001-38,1,,02,20250129,8219999,RS,8939,98910000,MEDIANEIRA,55,96207295
59.174.143/0001-62,1,PSICOLOGO GABRIEL DE OLIVEIRA,02,20250129,8650003,PR,7535,81450550,CIDADE INDUSTRIAL,41,97880145
59.174.157/0001-86,1,,02,20250129,4724500,SP,7107,04865000,JARDIM CASA GRANDE,11,99335632
59.174.165/0001-22,1,,02,20250129,4520001,AP,0613,68920000,ASSENTAMENTO NAZARE MINEIRO,87,81219193
59.174.176/0001-02,1,,02,20250129,4399103,SC,8367,88708535,SAO JOAO (MARGEM ESQUERDA),48,98457324
59.174.190/0001-06,1,,02,20250129,2599301,ES,5685,29350000,CENTRO,21,72426452
59.174.200/0001-03,1,,02,20250129,4923002,SP,7107,04459220,PEDREIRA,11,56119405
59.174.210/0001-49,1,,02,20250129,4752100,MG,5293,37950010,CENTRO,35,87091784
52.674.940/0001-60,1,MAXSERV,02,20231026,7119704,GO,1060,75603000,CENTRO 01,62,98300612
59.174.230/0001-10,1,PANDAKARU,02,20250129,4729699,DF,9701,73360403,SETOR RESIDENCIAL LESTE (PLANALTINA),61,33894614
59.174.241/0001-08,1,,02,20250129,4930202,SC,8233,88133660,BREJARU,91,32452608
59.174.254/0001-79,1,OSR,02,20250129,9512600,PB,1981,58400085,CENTRO,83,33219334
59.174.265/0001-59,1,,08,20250129,5320201,RS,8901,93225020,LOMBA DA PALMEIRA,51,31184071
59.174.277/0001-83,1,,02,20250129,9001901,PR,7563,85870100,ITAIPU C,45,99902728
59.174.287/0001-19,1,,02,20250129,5320201,SP,6681,17512807,JARDIM EDISOM DA SILVA LIMA,14,96272023
58.545.287/0001-15,1,,08,20241223,8599604,MG,4123,31130650,RENASCENCA,31,99604841
59.174.308/0001-04,1,,08,20250129,9700500,PR,7535,81560180,UBERABA,41,98088596
59.174.319/0001-86,1,,02,20250129,7319002,SP,7107,08330080,JARDIM VERA CRUZ(ZONA LESTE),11,20181126
59.174.331/0001-90,1,,08,20250129,4782201,BA,3849,40261015,LUIZ ANSELMO,71,86135800
59.174.344/0001-60,1,,02,20250129,5620104,RS,1006,98758000,INTERIOR,55,91303444
59.174.354/0001-03,1,,02,20250129,4399103,GO,9399,76202622,VILA BRASILIA,64,93347156
59.174.365/0001-85,1,,02,20250129,5320201,CE,1389,60337200,CRISTO REDENTOR,85,85156108
59.174.376/0001-65,1,,02,20250129,4399103,MG,4779,37750000,VILA OLIMPICA,35,99752155
59.174.387/0001-45,1,,02,20250129,4752100,MG,5293,37954468,RESIDENCIAL ALTO PARAISO,35,91094283
59.174.398/0001-25,1,,02,20250129,6204000,PR,7535,81220310,CAMPO COMPRIDO,41,98130414
59.174.410/0001-00,1,,02,20250129,9602501,RS,8785,99025100,BOQUEIRAO,54,91393284
59.174.421/0001-81,1,,02,20250129,4712100,BA,3849,41620580,ITAPUA,71,93376660
59.174.432/0001-61,1,JAGUAR SEGUROS,08,20250129,6622300,MS,9165,79621433,VILA GUANABARA,67,91182294
59.174.443/0001-41,1,BGON ENGENHARIA,08,20250129,7112000,GO,9373,74150030,SET MARISTA,62,98427095
59.174.453/0001-87,1,PODEROSA ELEGGANCIA KIDS,02,20250129,4781400,PR,7535,81480196,TATUQUARA,41,92155966
56.457.114/0001-10,1,,02,20240812,9430800,MT,9001,78485000,ASSENTAMENTO ZE DA PAES,66,99657343
59.174.477/0001-36,1,,08,20250129,8712300,PR,7811,84320000,SAO JOSE,42,99895158
59.174.488/0001-16,1,,02,20250129,4635401,RS,8963,94450160,SAO LUCAS,51,12345678
59.174.499/0001-04,1,,02,20250129,5320201,ES,5699,29177129,SAO MARCOS II,27,88920965
59.174.511/0001-72,1,,02,20250129,5590601,AL,2793,57160000,PRAIA DO FRANCES,82,96882368
59.174.520/0001-63,1,,08,20250129,7319002,GO,9227,74920460,CIDADE SATELITE SAO LUIZ,62,84581748
59.174.531/0001-43,1,,02,20250129,4783101,RJ,5897,24737085,SANTA ISABEL,21,88097724
59.174.541/0001-89,1,,02,20250129,5320202,SP,7107,05661050,PARAISOPOLIS,11,49782402
59.174.552/0001-69,1,,02,20250129,4399103,MG,4865,39402472,VILA SION,38,99893501
59.174.563/0001-49,1,,02,20250129,8211300,SP,7107,02862000,JARDIM ELISIO,11,99895090
59.174.575/0001-73,1,JC COMUNICACAO,02,20250129,8211300,MG,4123,31110150,COLEGIO BATISTA,31,87240663
59.174.586/0001-53,1,,02,20250129,4789005,CE,1389,60541162,GRANJA PORTUGAL,85,92154207
59.174.598/0001-88,1,,08,20250129,4321500,SC,8163,88220000,ALTO SAO BENTO,47,99605764
59.174.610/0001-54,1,,02,20250129,5812301,RN,1719,59330000,JOAO DE BARROS,84,94081547
59.174.621/0001-34,1,,02,20250129,7020400,PR,7667,86038667,JARDIM MONTE SINAI,43,00000001
59.174.634/0001-03,1,LG DIGITAL SERVICE,02,20250129,8211300,MG,4123,30310760,CARMO,31,88976797
59.174.644/0001-49,1,,02,20250129,4930201,SP,7107,04438220,VILA DO CASTELO,11,94580883
59.174.655/0001-29,1,,08,20250129,5611201,BA,3965,45027068,BOA VISTA,77,98987777
59.174.666/0001-09,1,,02,20250129,4520002,MT,9067,78085705,VISTA ALEGRE,65,99357975
59.174.677/0001-99,1,,02,20250129,7319002,SP,6789,06250250,JARDIM ELVIRA,11,43865753
59.174.688/0001-79,1,,02,20250129,5320202,GO,9379,75600000,SETOR OESTE,64,93302413
59.174.700/0001-45,1,,02,20250129,8299707,AL,2825,57601220,SAO CRISTOVAO,82,96996308
59.174.711/0001-25,1,,08,20250129,9609299,SP,7099,12221300,JARDIM VALPARAIBA,12,88974738
59.174.723/0001-50,1,,08,20250129,7319002,BA,3913,43723155,CHACARA BOM VIVER,71,92806076
59.174.735/0001-84,1,,02,20250129,4783101,BA,3849,41280630,MARECHAL RONDON,71,87800956
59.174.744/0001-75,1,,02,20250129,8219999,SC,8233,88137102,PEDRA BRANCA,48,99693938
59.174.754/0001-00,1,,02,20250129,4520001,SP,6545,06871300,JARDIM SAO MARCOS,11,44441111
59.174.767/0001-80,1,,02,20250129,8291100,PR,7885,83055593,IPE,41,87917049
59.174.778/0001-60,1,ENCANTO E ESTILO,02,20250129,4781400,SC,8075,89665000,SAO CRISTOVAO,49,99125372
59.174.786/0001-06,1,,08,20250129,4930202,SP,6477,07262130,JARDIM JACY,11,47099517
59.174.795/0001-05,1,,02,20250129,5320201,DF,9701,72225273,CEILANDIA NORTE (CEILANDIA),61,91213429
59.174.808/0001-38,1,UNIAO PIZZARIA LTDA,02,20250129,5620104,MG,5379,36512000,BOA VISTA,31,96865658
59.174.820/0001-42,1,,02,20250129,4399103,MG,4587,36225000,SANTO ANTONIO,32,84579654
59.174.830/0001-88,1,XAVIER & NUNES ASSESSORIA ADMINISTRATIVA,02,20250129,8211300,SP,7107,02230100,PARQUE EDU CHAVES,11,92082149
59.174.841/0001-68,1,,08,20250129,9700500,ES,5705,29032760,REDENCAO,27,96367128
59.174.852/0001-48,1,,02,20250129,5819100,RJ,5865,24346090,ITAIPU,21,95134421
59.174.863/0001-28,1,,08,20250129,8219999,SP,6547,18211100,JARDIM CASA GRANDE,15,97068481
59.174.875/0001-52,1,,02,20250129,7319002,PB,2051,58075370,ERNESTO GEISEL,83,87440801
59.174.886/0001-32,1,,02,20250129,4923002,GO,1066,72870512,CHACARAS ANHANGUERA,61,81996574
59.174.898/0001-67,1,,08,20250129,8219999,SP,6579,13311013,ALTO,11,40139191
59.174.908/0001-64,1,,02,20250129,4781400,SP,6669,18120000,S R C CLUB A,11,47087253
59.174.921/0001-13,1,,02,20250129,3329501,SP,7107,03378000,CHACARA BELENZINHO,11,61071846
51.050.377/0001-96,1,SIMAS BEAUTY COMPANY,02,20230614,8650099,RS,8801,90870016,TERESOPOLIS,51,20035668
59.174.940/0001-40,1,,02,20250129,8219999,RN,1669,59180000,CENTRO,84,94748195
59.174.952/0001-74,1,,02,20250129,9511800,SP,6927,19470000,ECOVILLE,18,81411594
59.174.964/0001-07,1,,02,20250129,7490105,PR,7535,80510250,SÃO FRANCISCO,41,32236011
55.870.785/0001-45,1,,02,20240710,4755503,GO,9395,75403755,RESIDENCIAL ANA BRANDÃO,62,92510253
59.174.986/0001-69,1,,02,20250129,9602501,MG,4861,38500000,CELSO BUENO,34,99812459
59.174.996/0001-02,1,,08,20250129,4520005,PB,1975,58900000,CENTRO,83,91109488
59.175.007/0001-97,1,,02,20250129,4712100,RJ,6001,21061480,INHAUMA,21,98802175
